BlueDriver Data Log
Aug 27, 2018 12:53:12 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Engine RPM (rpm),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Absolute Throttle Position (%)
229.4,88,374.2,89.4,101,0,29.8,15,38.0,783,0.3,12.831,33,4.7
232.5,88,367.8,89.4,101,0,29.2,15,38.1,812,0.2,12.889,33,4.7
235.6,88,361.7,89.4,101,0,29.2,15,38.4,802,0.4,13.028,34,4.7
238.7,88,351.8,89.4,101,0,29.8,15,38.4,812,0.4,12.871,34,4.7
241.8,88,345.3,89.4,101,0,29.5,15,38.1,812,0.4,12.953,34,4.7
244.9,88,342.3,89.3,101,0,29.7,15,38.4,812,0.4,12.844,34,4.7
248.0,88,338.4,89.0,101,3,53.2,15,59.9,1609,7.7,12.960,35,11.2
251.1,88,346.5,89.0,100,14,62.7,15,72.5,1732,13.7,12.916,35,18.8
254.2,88,362.0,89.0,100,21,58.1,15,68.5,1749,12.2,12.952,36,17.9
257.3,88,362.4,89.0,101,23,16.2,15,19.1,1050,0.4,12.946,36,3.7
260.4,88,360.0,89.0,102,21,19.7,15,23.7,1145,0.4,12.927,36,4.0
263.5,88,360.0,89.0,101,20,23.3,15,29.0,1251,0.0,13.026,36,5.8
266.6,88,364.5,89.0,100,21,53.7,15,57.5,1709,10.1,12.930,36,18.7
269.7,88,382.9,88.8,101,25,71.9,15,81.7,1780,21.9,12.957,35,24.7
272.8,88,404.7,88.6,101,31,66.5,15,75.3,1742,15.9,12.872,35,19.8
275.9,88,420.7,88.6,101,34,54.2,15,47.7,1583,3.5,12.960,34,10.6
279.0,88,428.0,88.6,100,35,41.2,15,46.8,1276,3.6,12.960,34,9.7
282.1,88,422.8,88.6,101,34,24.6,15,29.3,1189,0.4,13.040,34,5.5
285.2,88,409.9,88.6,101,27,24.3,15,28.7,1220,0.4,12.960,34,5.5
288.3,88,404.0,88.2,101,20,22.7,15,28.9,1226,1.4,12.905,34,6.3
291.4,88,404.0,88.2,100,21,31.1,15,37.5,1473,0.8,12.943,34,5.8
294.5,88,400.3,88.5,101,16,16.4,15,20.0,1017,0.2,12.992,34,3.6
297.6,88,396.0,88.6,100,11,26.9,15,30.6,1353,3.2,12.964,34,8.7
300.7,88,400.0,88.2,100,15,53.4,15,65.3,1450,3.7,12.960,33,7.9
303.8,87,396.4,88.2,101,14,22.2,15,32.3,1205,0.7,12.960,33,4.8
306.9,87,394.3,88.2,101,12,24.6,15,29.1,1125,0.4,13.019,33,5.7
310.0,87,392.0,88.2,101,10,25.9,15,30.9,1154,0.4,12.960,33,5.5
313.1,87,392.0,88.2,101,11,37.3,15,45.7,1514,1.2,12.887,34,5.5
316.2,87,388.0,88.2,101,9,28.3,15,33.4,1152,0.2,13.019,34,5.5
319.3,87,385.3,88.2,101,1,31.3,15,40.6,859,0.4,12.884,34,5.5
322.4,87,378.7,88.6,101,0,13.3,15,18.7,839,0.4,12.858,34,2.6
325.5,87,372.8,88.6,101,0,7.0,15,65.3,235,0.3,12.709,34,0.0
328.6,87,368.0,88.6,101,0,0.0,15,0.0,0,1.6,12.640,35,6.3
331.7,87,368.0,88.6,101,0,0.0,15,0.0,0,1.6,12.640,35,6.3
334.8,87,368.0,88.6,101,0,0.0,15,0.0,21,1.6,12.649,35,6.3
337.9,87,367.2,88.6,101,0,0.4,15,0.6,13,1.6,12.646,35,6.3
341.0,87,367.9,88.6,101,0,0.1,15,0.2,6,1.6,12.643,35,6.3
344.1,87,368.0,88.6,101,0,0.0,15,0.0,0,1.6,12.640,35,6.3
347.2,87,368.0,88.6,101,0,0.6,13,1.6,12.640,35,6.3
350.3,87,366.9,88.6,101,0,0.2,6,1.6,12.643,35,6.3
353.4,87,367.6,88.6,101,0,0.0,0,1.6,12.640,35,6.3
356.5,87,368.0,88.6,101,0,12.640,35,6.3
